PUMA,TRACT,BG,hh_id
901,41029000100,D410290001001,66526
901,41029000100,D410290001001,66526
901,41029000100,D410290001001,66565
901,41029000100,D410290001001,66657
901,41029000100,D410290001001,67802
901,41029000100,D410290001001,68106
901,41029000100,D410290001001,68415
901,41029000100,D410290001001,68415
901,41029000100,D410290001001,68415
901,41029000100,D410290001001,68415
901,41029000100,D410290001001,68415
901,41029000100,D410290001001,68415
901,41029000100,D410290001001,68415
901,41029000100,D410290001001,68415
901,41029000100,D410290001001,68415
901,41029000100,D410290001001,68415
901,41029000100,D410290001001,68415
901,41029000100,D410290001001,68415
901,41029000100,D410290001001,68415
901,41029000100,D410290001001,68415
901,41029000100,D410290001001,68487
901,41029000100,D410290001001,68820
901,41029000100,D410290001001,68820
901,41029000100,D410290001001,68820
901,41029000100,D410290001001,69230
901,41029000100,D410290001001,69464
901,41029000100,D410290001001,69554
901,41029000100,D410290001001,69663
901,41029000100,D410290001001,69792
901,41029000100,D410290001001,70381
901,41029000100,D410290001001,70562
901,41029000100,D410290001001,70700
901,41029000100,D410290001001,70721
901,41029000100,D410290001001,70721
901,41029000100,D410290001001,70919
901,41029000100,D410290001001,71347
901,41029000100,D410290001001,71551
901,41029000100,D410290001001,71595
901,41029000100,D410290001001,71728
901,41029000100,D410290001001,71728
901,41029000100,D410290001001,72114
901,41029000100,D410290001001,72170
901,41029000100,D410290001001,72798
901,41029000100,D410290001001,73507
901,41029000100,D410290001001,73507
901,41029000100,D410290001001,73507
901,41029000100,D410290001001,73507
901,41029000100,D410290001001,73507
901,41029000100,D410290001001,73507
901,41029000100,D410290001001,73511
901,41029000100,D410290001001,73746
901,41029000100,D410290001001,73787
901,41029000100,D410290001001,73800
901,41029000100,D410290001001,73936
901,41029000100,D410290001001,74384
901,41029000100,D410290001001,74506
901,41029000100,D410290001001,74506
901,41029000100,D410290001001,75184
901,41029000100,D410290001001,75202
901,41029000100,D410290001001,75837
901,41029000100,D410290001001,75963
901,41029000100,D410290001001,76170
901,41029000100,D410290001001,76759
901,41029000100,D410290001001,76971
901,41029000100,D410290001001,76971
901,41029000100,D410290001001,77086
901,41029000100,D410290001001,77136
901,41029000100,D410290001001,77136
901,41029000100,D410290001001,77165
901,41029000100,D410290001001,77165
901,41029000100,D410290001001,77165
901,41029000100,D410290001001,77206
901,41029000100,D410290001001,77212
901,41029000100,D410290001001,77277
901,41029000100,D410290001001,77354
901,41029000100,D410290001001,77460
901,41029000100,D410290001001,77906
901,41029000100,D410290001001,78082
901,41029000100,D410290001001,78149
901,41029000100,D410290001001,78454
901,41029000100,D410290001001,78490
901,41029000100,D410290001001,78706
901,41029000100,D410290001001,79267
901,41029000100,D410290001001,79380
901,41029000100,D410290001001,79426
901,41029000100,D410290001001,79426
901,41029000100,D410290001001,79426
901,41029000100,D410290001001,79426
901,41029000100,D410290001001,79639
901,41029000100,D410290001001,79639
901,41029000100,D410290001001,79791
901,41029000100,D410290001001,80178
901,41029000100,D410290001001,80254
901,41029000100,D410290001001,80279
901,41029000100,D410290001001,80313
901,41029000100,D410290001001,80398
901,41029000100,D410290001002,209
901,41029000100,D410290001002,764
901,41029000100,D410290001002,951
901,41029000100,D410290001002,1355
901,41029000100,D410290001002,1355
901,41029000100,D410290001002,1355
901,41029000100,D410290001002,1355
901,41029000100,D410290001002,1950
901,41029000100,D410290001002,1950
901,41029000100,D410290001002,1950
901,41029000100,D410290001002,2067
901,41029000100,D410290001002,2313
901,41029000100,D410290001002,2448
901,41029000100,D410290001002,2645
901,41029000100,D410290001002,2645
901,41029000100,D410290001002,3319
901,41029000100,D410290001002,3954
901,41029000100,D410290001002,3990
901,41029000100,D410290001002,3990
901,41029000100,D410290001002,5692
901,41029000100,D410290001002,5692
901,41029000100,D410290001002,6087
901,41029000100,D410290001002,6508
901,41029000100,D410290001002,6508
901,41029000100,D410290001002,6564
901,41029000100,D410290001002,6564
901,41029000100,D410290001002,6697
901,41029000100,D410290001002,7004
901,41029000100,D410290001002,7004
901,41029000100,D410290001002,7004
901,41029000100,D410290001002,7440
901,41029000100,D410290001002,8155
901,41029000100,D410290001002,8476
901,41029000100,D410290001002,8505
901,41029000100,D410290001002,8865
901,41029000100,D410290001002,8865
901,41029000100,D410290001002,8962
901,41029000100,D410290001002,9134
901,41029000100,D410290001002,9134
901,41029000100,D410290001002,9134
901,41029000100,D410290001002,9134
901,41029000100,D410290001002,9134
901,41029000100,D410290001002,9134
901,41029000100,D410290001002,9234
901,41029000100,D410290001002,9234
901,41029000100,D410290001002,9234
901,41029000100,D410290001002,9404
901,41029000100,D410290001002,9505
901,41029000100,D410290001002,9505
901,41029000100,D410290001002,9505
901,41029000100,D410290001002,9718
901,41029000100,D410290001002,9718
901,41029000100,D410290001002,9718
901,41029000100,D410290001002,9718
901,41029000100,D410290001002,9718
901,41029000100,D410290001002,10347
901,41029000100,D410290001002,10500
901,41029000100,D410290001002,10500
901,41029000100,D410290001002,10894
901,41029000100,D410290001002,11113
901,41029000100,D410290001002,11113
901,41029000100,D410290001002,11166
901,41029000100,D410290001002,11305
901,41029000100,D410290001002,11345
901,41029000100,D410290001002,11345
901,41029000100,D410290001002,11481
901,41029000100,D410290001002,13231
901,41029000100,D410290001002,13814
901,41029000100,D410290001002,13899
901,41029000100,D410290001002,14083
901,41029000100,D410290001002,14974
901,41029000100,D410290001002,14974
901,41029000100,D410290001002,15016
901,41029000100,D410290001002,15016
901,41029000100,D410290001002,15351
901,41029000100,D410290001002,15351
901,41029000100,D410290001002,15351
901,41029000100,D410290001002,15392
901,41029000100,D410290001002,15392
901,41029000100,D410290001002,15491
901,41029000100,D410290001002,15933
901,41029000100,D410290001002,15933
901,41029000100,D410290001002,16046
901,41029000100,D410290001002,16457
901,41029000100,D410290001002,17211
901,41029000100,D410290001002,17919
901,41029000100,D410290001002,18030
901,41029000100,D410290001002,18193
901,41029000100,D410290001002,18193
901,41029000100,D410290001002,18193
901,41029000100,D410290001002,18193
901,41029000100,D410290001002,18837
901,41029000100,D410290001002,18837
901,41029000100,D410290001002,19146
901,41029000100,D410290001002,20472
901,41029000100,D410290001002,20540
901,41029000100,D410290001002,21892
901,41029000100,D410290001002,22016
901,41029000100,D410290001002,22262
901,41029000100,D410290001002,22262
901,41029000100,D410290001002,22262
901,41029000100,D410290001002,22356
901,41029000100,D410290001002,22356
901,41029000100,D410290001002,22947
901,41029000100,D410290001002,22975
901,41029000100,D410290001002,23233
901,41029000100,D410290001002,23437
901,41029000100,D410290001002,23869
901,41029000100,D410290001002,23869
901,41029000100,D410290001002,24410
901,41029000100,D410290001002,24410
901,41029000100,D410290001002,24410
901,41029000100,D410290001002,24510
901,41029000100,D410290001002,24520
901,41029000100,D410290001002,24520
901,41029000100,D410290001002,25062
901,41029000100,D410290001002,25108
901,41029000100,D410290001002,25190
901,41029000100,D410290001002,26391
901,41029000100,D410290001002,26939
901,41029000100,D410290001002,27562
901,41029000100,D410290001002,27982
901,41029000100,D410290001002,28576
901,41029000100,D410290001002,28576
901,41029000100,D410290001002,28576
901,41029000100,D410290001002,28955
901,41029000100,D410290001002,29470
901,41029000100,D410290001002,31170
901,41029000100,D410290001002,31170
901,41029000100,D410290001002,31582
901,41029000100,D410290001002,31671
901,41029000100,D410290001002,31792
901,41029000100,D410290001002,32045
901,41029000100,D410290001002,32045
901,41029000100,D410290001002,32045
901,41029000100,D410290001002,32045
901,41029000100,D410290001002,32092
901,41029000100,D410290001002,32257
901,41029000100,D410290001002,33649
901,41029000100,D410290001002,33649
901,41029000100,D410290001002,33649
901,41029000100,D410290001002,33649
901,41029000100,D410290001002,33678
901,41029000100,D410290001002,33949
901,41029000100,D410290001002,34064
901,41029000100,D410290001002,35938
901,41029000100,D410290001002,36720
901,41029000100,D410290001002,36912
901,41029000100,D410290001002,37247
901,41029000100,D410290001002,37247
901,41029000100,D410290001002,37322
901,41029000100,D410290001002,37580
901,41029000100,D410290001002,39106
901,41029000100,D410290001002,39106
901,41029000100,D410290001002,39106
901,41029000100,D410290001002,39106
901,41029000100,D410290001002,39106
901,41029000100,D410290001002,39106
901,41029000100,D410290001002,39372
901,41029000100,D410290001002,40071
901,41029000100,D410290001002,40393
901,41029000100,D410290001002,40486
901,41029000100,D410290001002,40601
901,41029000100,D410290001002,40731
901,41029000100,D410290001002,41145
901,41029000100,D410290001002,41145
901,41029000100,D410290001002,42516
901,41029000100,D410290001002,42616
901,41029000100,D410290001002,43955
901,41029000100,D410290001002,44172
901,41029000100,D410290001002,44502
901,41029000100,D410290001002,44502
901,41029000100,D410290001002,44502
901,41029000100,D410290001002,45012
901,41029000100,D410290001002,45225
901,41029000100,D410290001002,45262
901,41029000100,D410290001002,45262
901,41029000100,D410290001002,45262
901,41029000100,D410290001002,45415
901,41029000100,D410290001002,45462
901,41029000100,D410290001002,46512
901,41029000100,D410290001002,46545
901,41029000100,D410290001002,46664
901,41029000100,D410290001002,46672
901,41029000100,D410290001002,46748
901,41029000100,D410290001002,47305
901,41029000100,D410290001002,47478
901,41029000100,D410290001002,48134
901,41029000100,D410290001002,48255
901,41029000100,D410290001002,48377
901,41029000100,D410290001002,48377
901,41029000100,D410290001002,48751
901,41029000100,D410290001002,48751
901,41029000100,D410290001002,48751
901,41029000100,D410290001002,48751
901,41029000100,D410290001002,48751
901,41029000100,D410290001002,49082
901,41029000100,D410290001002,49082
901,41029000100,D410290001002,49814
901,41029000100,D410290001002,50050
901,41029000100,D410290001002,50050
901,41029000100,D410290001002,50050
901,41029000100,D410290001002,50050
901,41029000100,D410290001002,50050
901,41029000100,D410290001002,50050
901,41029000100,D410290001002,50050
901,41029000100,D410290001002,50139
901,41029000100,D410290001002,50174
901,41029000100,D410290001002,50174
901,41029000100,D410290001002,50439
901,41029000100,D410290001002,51250
901,41029000100,D410290001002,51349
901,41029000100,D410290001002,51379
901,41029000100,D410290001002,52002
901,41029000100,D410290001002,52002
901,41029000100,D410290001002,52126
901,41029000100,D410290001002,52126
901,41029000100,D410290001002,52599
901,41029000100,D410290001002,52599
901,41029000100,D410290001002,52599
901,41029000100,D410290001002,52599
901,41029000100,D410290001002,52599
901,41029000100,D410290001002,52599
901,41029000100,D410290001002,52599
901,41029000100,D410290001002,52615
901,41029000100,D410290001002,53772
901,41029000100,D410290001002,53797
901,41029000100,D410290001002,54507
901,41029000100,D410290001002,54507
901,41029000100,D410290001002,54694
901,41029000100,D410290001002,55215
901,41029000100,D410290001002,55215
901,41029000100,D410290001002,55215
901,41029000100,D410290001002,55215
901,41029000100,D410290001002,55534
901,41029000100,D410290001002,55534
901,41029000100,D410290001002,55534
901,41029000100,D410290001002,55534
901,41029000100,D410290001002,55534
901,41029000100,D410290001002,55534
901,41029000100,D410290001002,55534
901,41029000100,D410290001002,55613
901,41029000100,D410290001002,55613
901,41029000100,D410290001002,55613
901,41029000100,D410290001002,56083
901,41029000100,D410290001002,56083
901,41029000100,D410290001002,56132
901,41029000100,D410290001002,56132
901,41029000100,D410290001002,56132
901,41029000100,D410290001002,57069
901,41029000100,D410290001002,57069
901,41029000100,D410290001002,57069
901,41029000100,D410290001002,57069
901,41029000100,D410290001002,57069
901,41029000100,D410290001002,57069
901,41029000100,D410290001002,57069
901,41029000100,D410290001002,57223
901,41029000100,D410290001002,57223
901,41029000100,D410290001002,57223
901,41029000100,D410290001002,57223
901,41029000100,D410290001002,57223
901,41029000100,D410290001002,57223
901,41029000100,D410290001002,57251
901,41029000100,D410290001002,57251
901,41029000100,D410290001002,57251
901,41029000100,D410290001002,57505
901,41029000100,D410290001002,57505
901,41029000100,D410290001002,57505
901,41029000100,D410290001002,57944
901,41029000100,D410290001002,57944
901,41029000100,D410290001002,58029
901,41029000100,D410290001002,58094
901,41029000100,D410290001002,58267
901,41029000100,D410290001002,58389
901,41029000100,D410290001002,59574
901,41029000100,D410290001002,59574
901,41029000100,D410290001002,59574
901,41029000100,D410290001002,59687
901,41029000100,D410290001002,59687
901,41029000100,D410290001002,60083
901,41029000100,D410290001002,60866
901,41029000100,D410290001002,61574
901,41029000100,D410290001002,61574
901,41029000100,D410290001002,61574
901,41029000100,D410290001002,62211
901,41029000100,D410290001002,62253
901,41029000100,D410290001002,62274
901,41029000100,D410290001002,62728
901,41029000100,D410290001002,63082
901,41029000100,D410290001002,63160
901,41029000100,D410290001002,64927
901,41029000100,D410290001002,65368
901,41029000100,D410290001002,65812
901,41029000100,D410290001002,66155
901,41029000100,D410290001002,66155
901,41029000100,D410290001002,66492
901,41029000100,D410290001002,66526
901,41029000100,D410290001002,66678
901,41029000100,D410290001002,66843
901,41029000100,D410290001002,67178
901,41029000100,D410290001002,67199
901,41029000100,D410290001002,67199
901,41029000100,D410290001002,67802
901,41029000100,D410290001002,68367
901,41029000100,D410290001002,68820
901,41029000100,D410290001002,68820
901,41029000100,D410290001002,68843
901,41029000100,D410290001002,69000
901,41029000100,D410290001002,69663
901,41029000100,D410290001002,69663
901,41029000100,D410290001002,70016
901,41029000100,D410290001002,71248
901,41029000100,D410290001002,71248
901,41029000100,D410290001002,72114
901,41029000100,D410290001002,72114
901,41029000100,D410290001002,72658
901,41029000100,D410290001002,72682
901,41029000100,D410290001002,73178
901,41029000100,D410290001002,73507
901,41029000100,D410290001002,73507
901,41029000100,D410290001002,73507
901,41029000100,D410290001002,73507
901,41029000100,D410290001002,73507
901,41029000100,D410290001002,73507
901,41029000100,D410290001002,73787
901,41029000100,D410290001002,73888
901,41029000100,D410290001002,73888
901,41029000100,D410290001002,73888
901,41029000100,D410290001002,73888
901,41029000100,D410290001002,75022
901,41029000100,D410290001002,75073
901,41029000100,D410290001002,75111
901,41029000100,D410290001002,75477
901,41029000100,D410290001002,75837
901,41029000100,D410290001002,75837
901,41029000100,D410290001002,76959
901,41029000100,D410290001002,76959
901,41029000100,D410290001002,76959
901,41029000100,D410290001002,76959
901,41029000100,D410290001002,77136
901,41029000100,D410290001002,77136
901,41029000100,D410290001002,77136
901,41029000100,D410290001002,77165
901,41029000100,D410290001002,77165
901,41029000100,D410290001002,77165
901,41029000100,D410290001002,77354
901,41029000100,D410290001002,77354
901,41029000100,D410290001002,77622
901,41029000100,D410290001002,78454
901,41029000100,D410290001002,78490
901,41029000100,D410290001002,78672
901,41029000100,D410290001002,79426
901,41029000100,D410290001002,79426
901,41029000100,D410290001002,79709
901,41029000100,D410290001002,79971
901,41029000100,D410290001002,80254
901,41029000100,D410290001002,80254
901,41029000100,D410290001002,80254
901,41029000100,D410290001002,80313
901,41029000100,D410290001002,80372
901,41029000100,D410290001002,80372
901,41029000201,D410290002011,244
901,41029000201,D410290002011,475
901,41029000201,D410290002011,500
901,41029000201,D410290002011,701
901,41029000201,D410290002011,718
901,41029000201,D410290002011,803
901,41029000201,D410290002011,1467
901,41029000201,D410290002011,1726
901,41029000201,D410290002011,1777
901,41029000201,D410290002011,2165
901,41029000201,D410290002011,2313
901,41029000201,D410290002011,2611
901,41029000201,D410290002011,2611
901,41029000201,D410290002011,3339
901,41029000201,D410290002011,3797
901,41029000201,D410290002011,3900
901,41029000201,D410290002011,4662
901,41029000201,D410290002011,4693
901,41029000201,D410290002011,4905
901,41029000201,D410290002011,5106
901,41029000201,D410290002011,5519
901,41029000201,D410290002011,5573
901,41029000201,D410290002011,5830
901,41029000201,D410290002011,6101
901,41029000201,D410290002011,6261
901,41029000201,D410290002011,6508
901,41029000201,D410290002011,6697
901,41029000201,D410290002011,6837
901,41029000201,D410290002011,6854
901,41029000201,D410290002011,6854
901,41029000201,D410290002011,6854
901,41029000201,D410290002011,6854
901,41029000201,D410290002011,6854
901,41029000201,D410290002011,7004
901,41029000201,D410290002011,7006
901,41029000201,D410290002011,7006
901,41029000201,D410290002011,7054
901,41029000201,D410290002011,7054
901,41029000201,D410290002011,7238
